ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2022-12-29 00:00:00+00:00,35,2,8759,261.47,267.4,261.41,266.29,7303391,QQQ
2022-12-30 00:00:00+00:00,35,2,8747,264.56,266.99,262.29,266.83,7754800,QQQ
2023-01-03 00:00:00+00:00,35,2,8734,269.01,270.17,262.14,264.6,7875373,QQQ
2023-01-04 00:00:00+00:00,35,2,8729,266.4,267.45,262.53,265.78,9456666,QQQ
2023-01-05 00:00:00+00:00,35,2,8726,265.06,267.01,261.26,262.09,7672187,QQQ
2023-01-06 00:00:00+00:00,35,2,8724,261.87,269.93,260.01,268.65,11848150,QQQ
2023-01-09 00:00:00+00:00,35,2,8719,269.09,275.29,269.09,270.17,8702173,QQQ
2023-01-10 00:00:00+00:00,35,2,8718,270.11,272.99,268.32,272.89,6816068,QQQ
2023-01-11 00:00:00+00:00,35,2,8723,272.51,277.7,272.39,277.54,8179989,QQQ
2023-01-12 00:00:00+00:00,35,2,8720,277.62,280.12,273.2,278.82,12315629,QQQ
2023-01-13 00:00:00+00:00,35,2,8712,278.96,281.21,275.71,280.6,9522248,QQQ
2023-01-17 00:00:00+00:00,35,2,8696,279.86,282.85,279.34,280.63,6673943,QQQ
2023-01-18 00:00:00+00:00,35,2,8695,281.62,284.69,277.56,277.91,9098162,QQQ
2023-01-19 00:00:00+00:00,35,2,8699,277.07,277.6,273.89,275.7,8022666,QQQ
2023-01-20 00:00:00+00:00,35,2,8700,276.0,283.02,275.29,282.84,8630854,QQQ
2023-01-23 00:00:00+00:00,35,2,8697,282.55,290.21,282.3,288.75,8798068,QQQ
2023-01-24 00:00:00+00:00,35,2,8695,288.82,290.9,286.37,286.8,8316536,QQQ
2023-01-25 00:00:00+00:00,35,2,8695,286.6,288.69,281.18,288.47,9735024,QQQ
2023-01-26 00:00:00+00:00,35,2,8699,289.21,293.55,288.52,291.77,9102320,QQQ
2023-01-27 00:00:00+00:00,35,2,8694,291.7,298.26,291.34,296.03,10199613,QQQ
2023-01-30 00:00:00+00:00,35,2,8689,293.12,294.37,289.89,290.92,7642440,QQQ
2023-01-31 00:00:00+00:00,35,2,8687,289.09,294.72,287.84,293.5,7860694,QQQ
2023-02-01 00:00:00+00:00,35,2,8685,294.0,304.49,292.3,304.18,14290363,QQQ
